link_text,predicted_slug,exists_in_books_dir
How We Got to Now: Six Innovations That Made the Modern World,How-We-Got-to-Now-Six-Innovations-That-Made-the-Modern-World,True
attachments/The-Sense-of-Style-The-Thinking-Person's-Guide-to-Writing-in-the-21st-Century.jpg|height=120,attachmentsThe-Sense-of-Style-The-Thinking-Person's-Guide-to-Writing-in-the-21st-Century.jpgheight=120,False
The Sense of Style: The Thinking Person's Guide to Writing in the 21st Century,The-Sense-of-Style-The-Thinking-Person's-Guide-to-Writing-in-the-21st-Century,True
attachments/The-Accidental-Universe-The-World-You-Thought-You-Knew.jpg|height=120,attachmentsThe-Accidental-Universe-The-World-You-Thought-You-Knew.jpgheight=120,False
The Accidental Universe: The World You Thought You Knew,The-Accidental-Universe-The-World-You-Thought-You-Knew,True
attachments/The-Science-of-Interstellar.jpg|height=120,attachmentsThe-Science-of-Interstellar.jpgheight=120,False
The Science of Interstellar,The-Science-of-Interstellar,True
attachments/How-to-Be-Alone-(The-School-of-Life).jpg|height=120,attachmentsHow-to-Be-Alone-(The-School-of-Life).jpgheight=120,False
How to Be Alone (The School of Life),How-to-Be-Alone-(The-School-of-Life),True
attachments/Delhi-Is-Not-Far.jpg|height=120,attachmentsDelhi-Is-Not-Far.jpgheight=120,False
Delhi Is Not Far,Delhi-Is-Not-Far,True
attachments/Environmentalism-A-Global-History.jpg|height=120,attachmentsEnvironmentalism-A-Global-History.jpgheight=120,False
Environmentalism: A Global History,Environmentalism-A-Global-History,True
attachments/Hinduism.jpg|height=120,attachmentsHinduism.jpgheight=120,False
Hinduism,Hinduism,True
"attachments/Thinking,-Fast-and-Slow.jpg|height=120","attachmentsThinking,-Fast-and-Slow.jpgheight=120",False
"Thinking, Fast and Slow","Thinking,-Fast-and-Slow",True
"attachments/Subalterns-and-Sovereigns-An-Anthropological-History-of-Bastar,-1854-1996.jpg|height=120","attachmentsSubalterns-and-Sovereigns-An-Anthropological-History-of-Bastar,-1854-1996.jpgheight=120",False
"Subalterns and Sovereigns: An Anthropological History of Bastar, 1854-1996","Subalterns-and-Sovereigns-An-Anthropological-History-of-Bastar,-1854-1996",True
attachments/Decolonizing-The-Hindu-Mind.jpg|height=120,attachmentsDecolonizing-The-Hindu-Mind.jpgheight=120,False
Decolonizing The Hindu Mind,Decolonizing-The-Hindu-Mind,True
attachments/The-Merck-Manual-of-Medical-Information.jpg|height=120,attachmentsThe-Merck-Manual-of-Medical-Information.jpgheight=120,False
The Merck Manual of Medical Information:,The-Merck-Manual-of-Medical-Information,True
attachments/Professional-Guide-to-Signs-&-Symptoms-(Professional-Guide-to-Signs-and-Symptoms).jpg|height=120,attachmentsProfessional-Guide-to-Signs-&-Symptoms-(Professional-Guide-to-Signs-and-Symptoms).jpgheight=120,False
Professional Guide to Signs & Symptoms (Professional Guide to Signs and Symptoms),Professional-Guide-to-Signs-&-Symptoms-(Professional-Guide-to-Signs-and-Symptoms),True
attachments/The-Adventures-of-Tom-Sawyer.jpg|height=120,attachmentsThe-Adventures-of-Tom-Sawyer.jpgheight=120,False
The Adventures of Tom Sawyer,The-Adventures-of-Tom-Sawyer,True
attachments/Theodore-Boone.jpg|height=120,attachmentsTheodore-Boone.jpgheight=120,False
Theodore Boone,Theodore-Boone,True
attachments/In-Spite-of-the-Gods-The-Strange-Rise-of-Modern-India.jpg|height=120,attachmentsIn-Spite-of-the-Gods-The-Strange-Rise-of-Modern-India.jpgheight=120,False
In Spite of the Gods: The Strange Rise of Modern India,In-Spite-of-the-Gods-The-Strange-Rise-of-Modern-India,True
"attachments/Swami-Vivekananda,-the-Living-Vedanta.jpg|height=120","attachmentsSwami-Vivekananda,-the-Living-Vedanta.jpgheight=120",False
"Swami Vivekananda, the Living Vedanta","Swami-Vivekananda,-the-Living-Vedanta",True
attachments/Java-How-to-Program.jpg|height=120,attachmentsJava-How-to-Program.jpgheight=120,False
Java: How to Program,Java-How-to-Program,True
attachments/Beasts-and-Super-Beasts.jpg|height=120,attachmentsBeasts-and-Super-Beasts.jpgheight=120,False
Beasts and Super-Beasts,Beasts-and-Super-Beasts,True
"attachments/Worlds-Together,-Worlds-Apart-A-History-of-the-Modern-World-From-the-Mongol-Empire-to-the-Present.jpg|height=120","attachmentsWorlds-Together,-Worlds-Apart-A-History-of-the-Modern-World-From-the-Mongol-Empire-to-the-Present.jpgheight=120",False
"Worlds Together, Worlds Apart: A History of the Modern World From the Mongol Empire to the Present","Worlds-Together,-Worlds-Apart-A-History-of-the-Modern-World-From-the-Mongol-Empire-to-the-Present",True
attachments/Mortality.jpg|height=120,attachmentsMortality.jpgheight=120,False
Mortality,Mortality,True
attachments/This-Will-Make-You-Smarter-New-Scientific-Concepts-to-Improve-Your-Thinking.jpg|height=120,attachmentsThis-Will-Make-You-Smarter-New-Scientific-Concepts-to-Improve-Your-Thinking.jpgheight=120,False
This Will Make You Smarter: New Scientific Concepts to Improve Your Thinking,This-Will-Make-You-Smarter-New-Scientific-Concepts-to-Improve-Your-Thinking,True
attachments/The-Making-of-Modern-Medicine.jpg|height=120,attachmentsThe-Making-of-Modern-Medicine.jpgheight=120,False
The Making of Modern Medicine,The-Making-of-Modern-Medicine,True
attachments/A-Room-of-One’s-Own.jpg|height=120,attachmentsA-Room-of-One’s-Own.jpgheight=120,False
A Room of One’s Own,A-Room-of-One’s-Own,True
attachments/The-Silence-of-Animals-On-Progress-and-Other-Modern-Myths.jpg|height=120,attachmentsThe-Silence-of-Animals-On-Progress-and-Other-Modern-Myths.jpgheight=120,False
The Silence of Animals: On Progress and Other Modern Myths,The-Silence-of-Animals-On-Progress-and-Other-Modern-Myths,True
attachments/Pluto's-Republic-Incorporating-The-Art-of-the-Soluble-and-Induction-and-Intuition-in-Scientific-Thought.jpg|height=120,attachmentsPluto's-Republic-Incorporating-The-Art-of-the-Soluble-and-Induction-and-Intuition-in-Scientific-Thought.jpgheight=120,False
Pluto's Republic: Incorporating The Art of the Soluble and Induction and Intuition in Scientific Thought,Pluto's-Republic-Incorporating-The-Art-of-the-Soluble-and-Induction-and-Intuition-in-Scientific-Thought,True
"attachments/Asterix-at-the-Olympic-Games-(Asterix,-#12).jpg|height=120","attachmentsAsterix-at-the-Olympic-Games-(Asterix,-#12).jpgheight=120",False
"Asterix at the Olympic Games (Asterix, #12)","Asterix-at-the-Olympic-Games-(Asterix,-#12)",True
attachments/Letters-to-a-Young-Contrarian.jpg|height=120,attachmentsLetters-to-a-Young-Contrarian.jpgheight=120,False
Letters to a Young Contrarian,Letters-to-a-Young-Contrarian,True
"attachments/Tibet,-Tibet-A-Personal-History-of-a-Lost-Land.jpg|height=120","attachmentsTibet,-Tibet-A-Personal-History-of-a-Lost-Land.jpgheight=120",False
"Tibet, Tibet : A Personal History of a Lost Land","Tibet,-Tibet-A-Personal-History-of-a-Lost-Land",True
attachments/In-Xanadu-A-Quest.jpg|height=120,attachmentsIn-Xanadu-A-Quest.jpgheight=120,False
In Xanadu: A Quest,In-Xanadu-A-Quest,True
attachments/The-Last-Mughul.jpg|height=120,attachmentsThe-Last-Mughul.jpgheight=120,False
The Last Mughul,The-Last-Mughul,True
attachments/Birds-of-Prey-of-the-Indian-Subcontinent-(ID-Guide).jpg|height=120,attachmentsBirds-of-Prey-of-the-Indian-Subcontinent-(ID-Guide).jpgheight=120,False
Birds of Prey of the Indian Subcontinent (ID Guide),Birds-of-Prey-of-the-Indian-Subcontinent-(ID-Guide),True
attachments/Life-of-Pi.jpg|height=120,attachmentsLife-of-Pi.jpgheight=120,False
Life of Pi,Life-of-Pi,True
attachments/Paperbound-Version-of-Text-for-Biology-Concepts-and-Applications.jpg|height=120,attachmentsPaperbound-Version-of-Text-for-Biology-Concepts-and-Applications.jpgheight=120,False
Paperbound Version of Text for Biology: Concepts and Applications,Paperbound-Version-of-Text-for-Biology-Concepts-and-Applications,True
attachments/Love-in-the-Time-of-Cholera.jpg|height=120,attachmentsLove-in-the-Time-of-Cholera.jpgheight=120,False
Love in the Time of Cholera,Love-in-the-Time-of-Cholera,True
"attachments/God-Hates-You,-Hate-Him-Back-Making-Sense-of-the-Bible.jpg|height=120","attachmentsGod-Hates-You,-Hate-Him-Back-Making-Sense-of-the-Bible.jpgheight=120",False
"God Hates You, Hate Him Back: Making Sense of the Bible","God-Hates-You,-Hate-Him-Back-Making-Sense-of-the-Bible",True
attachments/Rachel-Carson-The-Writer-at-Work.jpg|height=120,attachmentsRachel-Carson-The-Writer-at-Work.jpgheight=120,False
Rachel Carson: The Writer at Work,Rachel-Carson-The-Writer-at-Work,True
attachments/Dazzled-and-Deceived-Mimicry-and-Camouflage.jpg|height=120,attachmentsDazzled-and-Deceived-Mimicry-and-Camouflage.jpgheight=120,False
Dazzled and Deceived: Mimicry and Camouflage,Dazzled-and-Deceived-Mimicry-and-Camouflage,True
attachments/The-Hitchhiker's-Guide-to-the-Galaxy.jpg|height=120,attachmentsThe-Hitchhiker's-Guide-to-the-Galaxy.jpgheight=120,False
The Hitchhiker's Guide to the Galaxy,The-Hitchhiker's-Guide-to-the-Galaxy,True
attachments/Birds-of-Europe.jpg|height=120,attachmentsBirds-of-Europe.jpgheight=120,False
Birds of Europe,Birds-of-Europe,True
attachments/Three-Horsemen-of-the-New-Apocalypse-(Oxford-India-Paperbacks).jpg|height=120,attachmentsThree-Horsemen-of-the-New-Apocalypse-(Oxford-India-Paperbacks).jpgheight=120,False
Three Horsemen of the New Apocalypse (Oxford India Paperbacks),Three-Horsemen-of-the-New-Apocalypse-(Oxford-India-Paperbacks),True
attachments/Common-Indian-Wild-Flowers.jpg|height=120,attachmentsCommon-Indian-Wild-Flowers.jpgheight=120,False
Common Indian Wild Flowers,Common-Indian-Wild-Flowers,True
attachments/PHP-5.1-for-Beginners-(BookCD-Rom).jpg|height=120,attachmentsPHP-5.1-for-Beginners-(BookCD-Rom).jpgheight=120,False
PHP 5.1 for Beginners (Book/CD-Rom),PHP-5.1-for-Beginners-(BookCD-Rom),True
attachments/Inkscape-Guide-to-a-Vector-Drawing-Program-(SourceForge-Community-Press).jpg|height=120,attachmentsInkscape-Guide-to-a-Vector-Drawing-Program-(SourceForge-Community-Press).jpgheight=120,False
Inkscape: Guide to a Vector Drawing Program (SourceForge Community Press),Inkscape-Guide-to-a-Vector-Drawing-Program-(SourceForge-Community-Press),True
attachments/Becoming-a-Master-Manager-A-Competency-Framework.jpg|height=120,attachmentsBecoming-a-Master-Manager-A-Competency-Framework.jpgheight=120,False
Becoming a Master Manager: A Competency Framework,Becoming-a-Master-Manager-A-Competency-Framework,True
"attachments/A-Photographic-Guide-to-the-Birds-of-India-And-the-Indian-Subcontinent,-Including-Pakistan,-Nepal,-Bhutan,-Bangladesh,-Sri-Lanka,-and-the-Maldives-(Princeton-Field-Guides).jpg|height=120","attachmentsA-Photographic-Guide-to-the-Birds-of-India-And-the-Indian-Subcontinent,-Including-Pakistan,-Nepal,-Bhutan,-Bangladesh,-Sri-Lanka,-and-the-Maldives-(Princeton-Field-Guides).jpgheight=120",False
"A Photographic Guide to the Birds of India: And the Indian Subcontinent, Including Pakistan, Nepal, Bhutan, Bangladesh, Sri Lanka, and the Maldives (Princeton Field Guides)","A-Photographic-Guide-to-the-Birds-of-India-And-the-Indian-Subcontinent,-Including-Pakistan,-Nepal,-Bhutan,-Bangladesh,-Sri-Lanka,-and-the-Maldives-(Princeton-Field-Guides)",True
attachments/Birds-of-Southern-India.jpg|height=120,attachmentsBirds-of-Southern-India.jpgheight=120,False
Birds of Southern India,Birds-of-Southern-India,True
attachments/The-Book-of-Indian-Birds.jpg|height=120,attachmentsThe-Book-of-Indian-Birds.jpgheight=120,False
The Book of Indian Birds,The-Book-of-Indian-Birds,True
attachments/Pocket-Guide-to-Birds-of-the-Indian-Subcontinent.jpg|height=120,attachmentsPocket-Guide-to-Birds-of-the-Indian-Subcontinent.jpgheight=120,False
Pocket Guide to Birds of the Indian Subcontinent,Pocket-Guide-to-Birds-of-the-Indian-Subcontinent,True
attachments/A-Pictorial-Guide-to-the-Birds-of-the-Indian-Subcontinent.jpg|height=120,attachmentsA-Pictorial-Guide-to-the-Birds-of-the-Indian-Subcontinent.jpgheight=120,False
A Pictorial Guide to the Birds of the Indian Subcontinent,A-Pictorial-Guide-to-the-Birds-of-the-Indian-Subcontinent,True
attachments/A-Field-Guide-to-the-Birds-of-the-Indian-Subcontinent.jpg|height=120,attachmentsA-Field-Guide-to-the-Birds-of-the-Indian-Subcontinent.jpgheight=120,False
A Field Guide to the Birds of the Indian Subcontinent,A-Field-Guide-to-the-Birds-of-the-Indian-Subcontinent,True
attachments/A-Birdwatchers'-Guide-to-India.jpg|height=120,attachmentsA-Birdwatchers'-Guide-to-India.jpgheight=120,False
A Birdwatchers' Guide to India,A-Birdwatchers'-Guide-to-India,True
"attachments/Photographic-Guide-to-Birds-of-India-and-Nepal-Also-Bangladesh,-Pakistan,-Sri-Lanka.jpg|height=120","attachmentsPhotographic-Guide-to-Birds-of-India-and-Nepal-Also-Bangladesh,-Pakistan,-Sri-Lanka.jpgheight=120",False
"Photographic Guide to Birds of India and Nepal: Also Bangladesh, Pakistan, Sri Lanka","Photographic-Guide-to-Birds-of-India-and-Nepal-Also-Bangladesh,-Pakistan,-Sri-Lanka",True
"attachments/Collins-Handguide-to-the-Birds-of-the-Indian-Sub-Continent-Including-India,-Pakistan,-Bangladesh,-Sir-Landa-&-Nepal.jpg|height=120","attachmentsCollins-Handguide-to-the-Birds-of-the-Indian-Sub-Continent-Including-India,-Pakistan,-Bangladesh,-Sir-Landa-&-Nepal.jpgheight=120",False
"Collins Handguide to the Birds of the Indian Sub Continent: Including India, Pakistan, Bangladesh, Sir Landa & Nepal","Collins-Handguide-to-the-Birds-of-the-Indian-Sub-Continent-Including-India,-Pakistan,-Bangladesh,-Sir-Landa-&-Nepal",True
"attachments/Wild-Animals-of-India,-Burma,-Malaya-and-Tibet.jpg|height=120","attachmentsWild-Animals-of-India,-Burma,-Malaya-and-Tibet.jpgheight=120",False
"Wild Animals of India, Burma, Malaya and Tibet","Wild-Animals-of-India,-Burma,-Malaya-and-Tibet",True
attachments/Statistics-in-a-Nutshell-A-Desktop-Quick-Reference-(In-a-Nutshell-(O'Reilly)).jpg|height=120,attachmentsStatistics-in-a-Nutshell-A-Desktop-Quick-Reference-(In-a-Nutshell-(O'Reilly)).jpgheight=120,False
Statistics in a Nutshell: A Desktop Quick Reference (In a Nutshell (O'Reilly)),Statistics-in-a-Nutshell-A-Desktop-Quick-Reference-(In-a-Nutshell-(O'Reilly)),True
attachments/Bird-Encyclopedia.jpg|height=120,attachmentsBird-Encyclopedia.jpgheight=120,False
Bird Encyclopedia,Bird-Encyclopedia,True
attachments/A-Pocket-Guide-to-Insects.jpg|height=120,attachmentsA-Pocket-Guide-to-Insects.jpgheight=120,False
A Pocket Guide to Insects,A-Pocket-Guide-to-Insects,True
attachments/The-Book-of-Indian-Animals.jpg|height=120,attachmentsThe-Book-of-Indian-Animals.jpgheight=120,False
The Book of Indian Animals,The-Book-of-Indian-Animals,True
attachments/Protected-Areas-In-India-A-Profile.jpg|height=120,attachmentsProtected-Areas-In-India-A-Profile.jpgheight=120,False
Protected Areas In India: A Profile,Protected-Areas-In-India-A-Profile,True
attachments/Common-Trees-(India---The-land-and-the-people).jpg|height=120,attachmentsCommon-Trees-(India---The-land-and-the-people).jpgheight=120,False
Common Trees (India - The land and the people),Common-Trees-(India---The-land-and-the-people),True
attachments/Invertebrate-Zoology.jpg|height=120,attachmentsInvertebrate-Zoology.jpgheight=120,False
Invertebrate Zoology,Invertebrate-Zoology,True
attachments/Core-Python-Programming.jpg|height=120,attachmentsCore-Python-Programming.jpgheight=120,False
Core Python Programming,Core-Python-Programming,True
attachments/Sociobiology-The-New-Synthesis.jpg|height=120,attachmentsSociobiology-The-New-Synthesis.jpgheight=120,False
Sociobiology: The New Synthesis,Sociobiology-The-New-Synthesis,True
attachments/The-New-Penguin-History-of-the-World.jpg|height=120,attachmentsThe-New-Penguin-History-of-the-World.jpgheight=120,False
The New Penguin History of the World,The-New-Penguin-History-of-the-World,True
attachments/The-Complete-Encyclopedia-of-Fossils.jpg|height=120,attachmentsThe-Complete-Encyclopedia-of-Fossils.jpgheight=120,False
The Complete Encyclopedia of Fossils,The-Complete-Encyclopedia-of-Fossils,True
"attachments/Handbook-of-the-Birds-of-India-and-Pakistan-Together-with-Those-of-Bangladesh,-Nepal,-Sikkim,-Bhutan-and-Sri-Lanka-Volume-8-Warblers-to-Redstarts.jpg|height=120","attachmentsHandbook-of-the-Birds-of-India-and-Pakistan-Together-with-Those-of-Bangladesh,-Nepal,-Sikkim,-Bhutan-and-Sri-Lanka-Volume-8-Warblers-to-Redstarts.jpgheight=120",False
"Handbook of the Birds of India and Pakistan: Together with Those of Bangladesh, Nepal, Sikkim, Bhutan and Sri Lanka: Volume 8: Warblers to Redstarts","Handbook-of-the-Birds-of-India-and-Pakistan-Together-with-Those-of-Bangladesh,-Nepal,-Sikkim,-Bhutan-and-Sri-Lanka-Volume-8-Warblers-to-Redstarts",True
attachments/Spiders-of-India.jpg|height=120,attachmentsSpiders-of-India.jpgheight=120,False
Spiders of India,Spiders-of-India,True
"attachments/A-Devil's-Chaplain-Reflections-on-Hope,-Lies,-Science-and-Love.jpg|height=120","attachmentsA-Devil's-Chaplain-Reflections-on-Hope,-Lies,-Science-and-Love.jpgheight=120",False
"A Devil's Chaplain: Reflections on Hope, Lies, Science and Love","A-Devil's-Chaplain-Reflections-on-Hope,-Lies,-Science-and-Love",True
attachments/A-Tolkien-Bestiary.jpg|height=120,attachmentsA-Tolkien-Bestiary.jpgheight=120,False
A Tolkien Bestiary,A-Tolkien-Bestiary,True
attachments/God-Created-the-Integers-The-Mathematical-Breakthroughs-That-Changed-History.jpg|height=120,attachmentsGod-Created-the-Integers-The-Mathematical-Breakthroughs-That-Changed-History.jpgheight=120,False
God Created the Integers: The Mathematical Breakthroughs That Changed History,God-Created-the-Integers-The-Mathematical-Breakthroughs-That-Changed-History,True
attachments/The-Men-Who-Ruled-India.jpg|height=120,attachmentsThe-Men-Who-Ruled-India.jpgheight=120,False
The Men Who Ruled India,The-Men-Who-Ruled-India,True
attachments/The-Hindus-An-Alternative-History.jpg|height=120,attachmentsThe-Hindus-An-Alternative-History.jpgheight=120,False
The Hindus: An Alternative History,The-Hindus-An-Alternative-History,True
attachments/A-History-of-Christianity-The-First-Three-Thousand-Years.jpg|height=120,attachmentsA-History-of-Christianity-The-First-Three-Thousand-Years.jpgheight=120,False
A History of Christianity: The First Three Thousand Years,A-History-of-Christianity-The-First-Three-Thousand-Years,True
attachments/Wildlife-of-Britain-and-Europe-(Kingfisher-Field-Guides).jpg|height=120,attachmentsWildlife-of-Britain-and-Europe-(Kingfisher-Field-Guides).jpgheight=120,False
Wildlife of Britain and Europe (Kingfisher Field Guides),Wildlife-of-Britain-and-Europe-(Kingfisher-Field-Guides),True
attachments/Uncommon-Wisdom-Conversations-With-Remarkable-People.jpg|height=120,attachmentsUncommon-Wisdom-Conversations-With-Remarkable-People.jpgheight=120,False
Uncommon Wisdom : Conversations With Remarkable People,Uncommon-Wisdom-Conversations-With-Remarkable-People,True
attachments/IndiaX92S-Wildlife-History-An-Introduction.jpg|height=120,attachmentsIndiaX92S-Wildlife-History-An-Introduction.jpgheight=120,False
IndiaX92S Wildlife History: An Introduction,IndiaX92S-Wildlife-History-An-Introduction,True
attachments/The-Greatest-Show-on-Earth-The-Evidence-for-Evolution.jpg|height=120,attachmentsThe-Greatest-Show-on-Earth-The-Evidence-for-Evolution.jpgheight=120,False
The Greatest Show on Earth: The Evidence for Evolution,The-Greatest-Show-on-Earth-The-Evidence-for-Evolution,True
attachments/Battles-Over-Nature-Science-and-the-Politics-of-Conversation.jpg|height=120,attachmentsBattles-Over-Nature-Science-and-the-Politics-of-Conversation.jpgheight=120,False
Battles Over Nature: Science and the Politics of Conversation,Battles-Over-Nature-Science-and-the-Politics-of-Conversation,True
attachments/Linux-Desk-Reference-(Open-Source-Technology-Series).jpg|height=120,attachmentsLinux-Desk-Reference-(Open-Source-Technology-Series).jpgheight=120,False
Linux Desk Reference (Open Source Technology Series),Linux-Desk-Reference-(Open-Source-Technology-Series),True
attachments/The-Planetary-Interest.jpg|height=120,attachmentsThe-Planetary-Interest.jpgheight=120,False
The Planetary Interest,The-Planetary-Interest,True
attachments/Studying-the-Organisation-and-Delivery-of-Health-Services.jpg|height=120,attachmentsStudying-the-Organisation-and-Delivery-of-Health-Services.jpgheight=120,False
Studying the Organisation and Delivery of Health Services,Studying-the-Organisation-and-Delivery-of-Health-Services,True
attachments/The-Moral-Landscape-How-Science-Can-Determine-Human-Values.jpg|height=120,attachmentsThe-Moral-Landscape-How-Science-Can-Determine-Human-Values.jpgheight=120,False
The Moral Landscape: How Science Can Determine Human Values,The-Moral-Landscape-How-Science-Can-Determine-Human-Values,True
attachments/The-Trial-of-Henry-Kissinger.jpg|height=120,attachmentsThe-Trial-of-Henry-Kissinger.jpgheight=120,False
The Trial of Henry Kissinger,The-Trial-of-Henry-Kissinger,True
attachments/Why-Orwell-Matters.jpg|height=120,attachmentsWhy-Orwell-Matters.jpgheight=120,False
Why Orwell Matters,Why-Orwell-Matters,True
attachments/The-Missionary-Position-Mother-Teresa-in-Theory-and-Practice.jpg|height=120,attachmentsThe-Missionary-Position-Mother-Teresa-in-Theory-and-Practice.jpgheight=120,False
The Missionary Position: Mother Teresa in Theory and Practice,The-Missionary-Position-Mother-Teresa-in-Theory-and-Practice,True
attachments/The-Portable-Atheist-Essential-Readings-for-the-Nonbeliever.jpg|height=120,attachmentsThe-Portable-Atheist-Essential-Readings-for-the-Nonbeliever.jpgheight=120,False
The Portable Atheist: Essential Readings for the Nonbeliever,The-Portable-Atheist-Essential-Readings-for-the-Nonbeliever,True
attachments/God-Is-Not-Great-How-Religion-Poisons-Everything.jpg|height=120,attachmentsGod-Is-Not-Great-How-Religion-Poisons-Everything.jpgheight=120,False
God Is Not Great: How Religion Poisons Everything,God-Is-Not-Great-How-Religion-Poisons-Everything,True
attachments/The-Mission-Song.jpg|height=120,attachmentsThe-Mission-Song.jpgheight=120,False
The Mission Song,The-Mission-Song,True
attachments/Hocus-Pocus.jpg|height=120,attachmentsHocus-Pocus.jpgheight=120,False
Hocus Pocus,Hocus-Pocus,True
attachments/The-Age-of-Empathy-Nature's-Lessons-for-a-Kinder-Society.jpg|height=120,attachmentsThe-Age-of-Empathy-Nature's-Lessons-for-a-Kinder-Society.jpgheight=120,False
The Age of Empathy: Nature's Lessons for a Kinder Society,The-Age-of-Empathy-Nature's-Lessons-for-a-Kinder-Society,True
attachments/The-Nehrus-and-the-Gandhis-An-Indian-Dynasty.jpg|height=120,attachmentsThe-Nehrus-and-the-Gandhis-An-Indian-Dynasty.jpgheight=120,False
The Nehrus and the Gandhis : An Indian Dynasty,The-Nehrus-and-the-Gandhis-An-Indian-Dynasty,True
"attachments/Harry-Potter-and-the-Chamber-of-Secrets-(Harry-Potter,-#2).jpg|height=120","attachmentsHarry-Potter-and-the-Chamber-of-Secrets-(Harry-Potter,-#2).jpgheight=120",False
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","Harry-Potter-and-the-Chamber-of-Secrets-(Harry-Potter,-#2)",True
"attachments/Harry-Potter-and-the-Sorcerer's-Stone-(Harry-Potter,-#1).jpg|height=120","attachmentsHarry-Potter-and-the-Sorcerer's-Stone-(Harry-Potter,-#1).jpgheight=120",False
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","Harry-Potter-and-the-Sorcerer's-Stone-(Harry-Potter,-#1)",True
attachments/Tell-Me-Your-Dreams.jpg|height=120,attachmentsTell-Me-Your-Dreams.jpgheight=120,False
Tell Me Your Dreams,Tell-Me-Your-Dreams,True
attachments/Confessions-of-an-Economic-Hit-Man.jpg|height=120,attachmentsConfessions-of-an-Economic-Hit-Man.jpgheight=120,False
Confessions of an Economic Hit Man,Confessions-of-an-Economic-Hit-Man,True
attachments/The-Shock-Doctrine-The-Rise-of-Disaster-Capitalism.jpg|height=120,attachmentsThe-Shock-Doctrine-The-Rise-of-Disaster-Capitalism.jpgheight=120,False
The Shock Doctrine: The Rise of Disaster Capitalism,The-Shock-Doctrine-The-Rise-of-Disaster-Capitalism,True
attachments/Better.jpg|height=120,attachmentsBetter.jpgheight=120,False
Better,Better,True
attachments/Cannabis-A-History.jpg|height=120,attachmentsCannabis-A-History.jpgheight=120,False
Cannabis: A History,Cannabis-A-History,True
attachments/Ecology-Principles-and-Applications.jpg|height=120,attachmentsEcology-Principles-and-Applications.jpgheight=120,False
Ecology: Principles and Applications,Ecology-Principles-and-Applications,True
attachments/Laughing-Gas.jpg|height=120,attachmentsLaughing-Gas.jpgheight=120,False
Laughing Gas,Laughing-Gas,True
attachments/The-Bedside-Book-of-Birds-An-Avian-Miscellany.jpg|height=120,attachmentsThe-Bedside-Book-of-Birds-An-Avian-Miscellany.jpgheight=120,False
The Bedside Book of Birds: An Avian Miscellany,The-Bedside-Book-of-Birds-An-Avian-Miscellany,True
"attachments/Group-Theory-in-the-Bedroom,-and-Other-Mathematical-Diversions.jpg|height=120","attachmentsGroup-Theory-in-the-Bedroom,-and-Other-Mathematical-Diversions.jpgheight=120",False
"Group Theory in the Bedroom, and Other Mathematical Diversions","Group-Theory-in-the-Bedroom,-and-Other-Mathematical-Diversions",True
attachments/Greate-Masters-of-Cranatic-Music-(1930-1965).jpg|height=120,attachmentsGreate-Masters-of-Cranatic-Music-(1930-1965).jpgheight=120,False
Greate Masters of Cranatic Music (1930-1965),Greate-Masters-of-Cranatic-Music-(1930-1965),True
attachments/50-Philosophy-Ideas-You-Really-Need-to-Know.jpg|height=120,attachments50-Philosophy-Ideas-You-Really-Need-to-Know.jpgheight=120,False
50 Philosophy Ideas You Really Need to Know,50-Philosophy-Ideas-You-Really-Need-to-Know,True
attachments/The-Other-Side-of-Midnight-(Midnight-#1).jpg|height=120,attachmentsThe-Other-Side-of-Midnight-(Midnight-#1).jpgheight=120,False
The Other Side of Midnight (Midnight #1),The-Other-Side-of-Midnight-(Midnight-#1),True
"attachments/Flight-714-to-Sydney-(Tintin,-#22).jpg|height=120","attachmentsFlight-714-to-Sydney-(Tintin,-#22).jpgheight=120",False
"Flight 714 to Sydney (Tintin, #22)","Flight-714-to-Sydney-(Tintin,-#22)",True
attachments/The-Castafiore-Emerald-(Tintin-#21).jpg|height=120,attachmentsThe-Castafiore-Emerald-(Tintin-#21).jpgheight=120,False
The Castafiore Emerald (Tintin #21),The-Castafiore-Emerald-(Tintin-#21),True
attachments/Land-of-Black-Gold-(Tintin-#15).jpg|height=120,attachmentsLand-of-Black-Gold-(Tintin-#15).jpgheight=120,False
Land of Black Gold (Tintin #15),Land-of-Black-Gold-(Tintin-#15),True
attachments/King-Ottokar's-Sceptre-(Tintin-#8).jpg|height=120,attachmentsKing-Ottokar's-Sceptre-(Tintin-#8).jpgheight=120,False
King Ottokar's Sceptre (Tintin #8),King-Ottokar's-Sceptre-(Tintin-#8),True
attachments/Tintin-in-America-(Tintin-#3).jpg|height=120,attachmentsTintin-in-America-(Tintin-#3).jpgheight=120,False
Tintin in America (Tintin #3),Tintin-in-America-(Tintin-#3),True
attachments/Tintin-and-the-Lake-of-Sharks.jpg|height=120,attachmentsTintin-and-the-Lake-of-Sharks.jpgheight=120,False
Tintin and the Lake of Sharks,Tintin-and-the-Lake-of-Sharks,True
"attachments/Love-Story-(Love-Story,-#1).jpg|height=120","attachmentsLove-Story-(Love-Story,-#1).jpgheight=120",False
"Love Story (Love Story, #1)","Love-Story-(Love-Story,-#1)",True
attachments/Doctors.jpg|height=120,attachmentsDoctors.jpgheight=120,False
Doctors,Doctors,True
